Number,Date,Flight number,From,To,Distance,Dep time,Arr time,Duration,Airline,Aircraft,Registration,Seat number
289,10/04/2015,729,Oklahoma City / Oklahoma City (OKC/KOKC),St Louis / St Louis (STL/KSTL),461,17:27:00,18:31:00,01:04:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N741SA,13F
288,10/03/2015,1842,St Louis / St Louis (STL/KSTL),Oklahoma City / Oklahoma City (OKC/KOKC),461,10:33:00,11:41:00,01:08:00,Southwest Airlines (WN/SWA),Boeing 737-300 (B733),N364SW,14C
287,10/03/2015,4430,Chicago / Chicago Midway (MDW/KMDW),St Louis / St Louis (STL/KSTL),251,08:27:00,09:09:00,00:42:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N959WN,13F
286,09/26/2015,1714,Philadelphia / Philadelphia (PHL/KPHL),Chicago / O'Hare (ORD/KORD),677,20:35:00,21:09:00,01:34:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N199UW,3A
285,09/26/2015,830,Charlotte / Douglas (CLT/KCLT),Philadelphia / Philadelphia (PHL/KPHL),449,17:30:00,18:36:00,01:06:00,American Airlines (AA/AAL),Airbus A330-300 (A333),N275AY,6A
284,09/26/2015,2046,Chicago / O'Hare (ORD/KORD),Charlotte / Douglas (CLT/KCLT),600,12:10:00,14:41:00,01:31:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N926UW,1F
283,09/19/2015,3251,Bismarck / Bismarck Municipal (BIS/KBIS),Chicago / O'Hare (ORD/KORD),716,15:12:00,16:50:00,01:38:00,Envoy Air (MQ/ENY),Embraer ERJ-140 (E140),N818AE,3A
282,09/18/2015,6478,Denver / Denver (DEN/KDEN),Bismarck / Bismarck Municipal (BIS/KBIS),517,14:18:00,16:32:00,01:14:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-200 (CRJ2),N937SW,4A
281,09/18/2015,596,Des Moines / Des Moines (DSM/KDSM),Denver / Denver (DEN/KDEN),588,09:35:00,10:13:00,01:38:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N440UA,22F
280,09/18/2015,3633,Chicago / O'Hare (ORD/KORD),Des Moines / Des Moines (DSM/KDSM),299,07:43:00,08:31:00,00:48:00,GoJet Airlines (G7/GJS),Bombardier CRJ-700 (CRJ7),N169GJ,10A
279,09/15/2015,1291,Raleigh-Durham / Durham (RDU/KRDU),Chicago / O'Hare (ORD/KORD),646,17:03:00,17:36:00,01:33:00,Frontier Airlines (F9/FFT),Airbus A319-100 (A319),N912FR,21A
278,09/15/2015,1290,Chicago / O'Hare (ORD/KORD),Raleigh-Durham / Durham (RDU/KRDU),646,13:19:00,15:54:00,01:35:00,Frontier Airlines (F9/FFT),Airbus A319-100 (A319),N912FR,23A
277,09/05/2015,855,Latrobe / Arnold Palmer (LBE/KLBE),Chicago / O'Hare (ORD/KORD),458,16:50:00,16:58:00,01:08:00,Spirit Airlines (NK/NKS),Airbus A320-200 (A320),N636NK,29D
276,09/05/2015,854,Chicago / O'Hare (ORD/KORD),Latrobe / Arnold Palmer (LBE/KLBE),458,13:53:00,16:05:00,01:12:00,Spirit Airlines (NK/NKS),Airbus A320-200 (A320),N636NK,20D
275,09/02/2015,1248,Newark / Liberty International (EWR/KEWR),Chicago / O'Hare (ORD/KORD),718,13:56:00,14:47:00,01:51:00,United Airlines (UA/UAL),Boeing 757-200 (B752),N17104,24A
274,09/02/2015,4897,Baltimore / Washington (BWI/KBWI),Newark / Liberty International (EWR/KEWR),169,10:47:00,11:32:00,00:45:00,Republic Airlines (YX/RPA),Bombardier Dash 8-400 (DH8D),N336NG,22A
273,09/02/2015,1485,Chicago / O'Hare (ORD/KORD),Baltimore / Washington (BWI/KBWI),621,06:28:00,09:02:00,01:34:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N66828,14D
272,09/01/2015,855,Latrobe / Arnold Palmer (LBE/KLBE),Chicago / O'Hare (ORD/KORD),458,16:56:00,17:03:00,01:07:00,Spirit Airlines (NK/NKS),Airbus A320-200 (A320),N612NK,21A
271,09/01/2015,854,Chicago / O'Hare (ORD/KORD),Latrobe / Arnold Palmer (LBE/KLBE),458,14:04:00,16:16:00,01:12:00,Spirit Airlines (NK/NKS),Airbus A320-200 (A320),N612NK,20C
270,09/01/2015,1105,New York / John F Kennedy (JFK/KJFK),Chicago / O'Hare (ORD/KORD),739,10:56:00,11:43:00,01:47:00,JetBlue Airways (B6/JBU),Airbus A320-200 (A320),N552JB,9F
269,09/01/2015,106,Chicago / O'Hare (ORD/KORD),New York / John F Kennedy (JFK/KJFK),739,06:19:00,09:04:00,01:45:00,JetBlue Airways (B6/JBU),Embraer ERJ-190 (E190),N346JB,5A
268,08/29/2015,728,Washington / Dulles (IAD/KIAD),Chicago / O'Hare (ORD/KORD),588,17:24:00,17:52:00,01:28:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N408UA,23F
267,08/29/2015,511,Raleigh-Durham / Durham (RDU/KRDU),Washington / Dulles (IAD/KIAD),224,14:48:00,15:28:00,00:40:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N474UA,22F
266,08/29/2015,357,Washington / Dulles (IAD/KIAD),Raleigh-Durham / Durham (RDU/KRDU),224,12:55:00,13:36:00,00:41:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N474UA,22F
265,08/29/2015,398,Chicago / O'Hare (ORD/KORD),Washington / Dulles (IAD/KIAD),588,08:49:00,11:09:00,01:20:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N494UA,23A
264,08/16/2015,1714,Philadelphia / Philadelphia (PHL/KPHL),Chicago / O'Hare (ORD/KORD),677,20:57:00,21:26:00,01:29:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N199UW,8F
263,08/16/2015,4511,Baltimore / Washington (BWI/KBWI),Philadelphia / Philadelphia (PHL/KPHL),90,19:10:00,19:41:00,00:31:00,Republic Airlines (YX/RPA),Embraer ERJ-175 (E175),N121HQ,7F
262,08/15/2015,4916,Philadelphia / Philadelphia (PHL/KPHL),Baltimore / Washington (BWI/KBWI),90,11:18:00,11:45:00,00:27:00,Piedmont Airlines (US/PDT),Bombardier Dash 8-100 (DH8A),N804EX,8A
261,08/15/2015,672,Chicago / O'Hare (ORD/KORD),Philadelphia / Philadelphia (PHL/KPHL),677,06:21:00,08:55:00,01:34:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N926UW,8F
260,08/11/2015,2239,Washington / Washington National (DCA/KDCA),Chicago / O'Hare (ORD/KORD),611,20:23:00,20:59:00,01:36:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N975AN,9C
259,08/11/2015,2119,Boston / Logan (BOS/KBOS),Washington / Washington National (DCA/KDCA),399,16:26:00,18:00:00,01:34:00,American Airlines (AA/AAL),Airbus A319-100 (A319),N836AW,22D
258,08/11/2015,2168,New York / La Guardia (LGA/KLGA),Boston / Logan (BOS/KBOS),184,12:30:00,13:20:00,00:50:00,American Airlines (AA/AAL),Embraer ERJ-190 (E190),N948UW,9A
257,08/11/2015,394,Chicago / O'Hare (ORD/KORD),New York / La Guardia (LGA/KLGA),732,07:50:00,10:26:00,01:36:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N925NN,13F
256,08/08/2015,1276,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / O'Hare (ORD/KORD),607,13:51:00,14:20:00,01:29:00,Frontier Airlines (F9/FFT),Airbus A319-100 (A319),N928FR,21A
255,08/07/2015,4348,Chicago / O'Hare (ORD/KORD),Atlanta / Hartsfield-Jackson (ATL/KATL),607,15:07:00,17:30:00,01:23:00,Republic Airlines (YX/RPA),Embraer ERJ-175 (E175),N416YX,14F
254,07/25/2015,300,Tucson / Tucson (TUS/KTUS),Chicago / O'Hare (ORD/KORD),1437,07:19:00,12:22:00,03:03:00,American Airlines (AA/AAL),McDonnell Douglas MD-82 (MD82),N501AA,18A
253,07/19/2015,1507,Chicago / O'Hare (ORD/KORD),Tucson / Tucson (TUS/KTUS),1437,10:50:00,12:24:00,03:34:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N9406W,16F
252,07/07/2015,1851,Charlotte / Douglas (CLT/KCLT),Chicago / O'Hare (ORD/KORD),600,20:29:00,20:54:00,01:25:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N921US,8F
251,07/07/2015,5289,Atlanta / Hartsfield-Jackson (ATL/KATL),Charlotte / Douglas (CLT/KCLT),227,17:05:00,17:52:00,00:47:00,PSA Airlines (OH/JIA),Bombardier CRJ-900 (CRJ9),N574NN,12A
250,07/07/2015,873,Charlotte / Douglas (CLT/KCLT),Atlanta / Hartsfield-Jackson (ATL/KATL),227,13:39:00,14:20:00,00:41:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N176UW,16F
249,07/07/2015,628,Chicago / O'Hare (ORD/KORD),Charlotte / Douglas (CLT/KCLT),600,09:10:00,11:32:00,01:22:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N582UW,8F
248,07/04/2015,3644,Syracuse / Hancock (SYR/KSYR),Chicago / O'Hare (ORD/KORD),606,14:24:00,14:55:00,01:31:00,GoJet Airlines (G7/GJS),Bombardier CRJ-700 (CRJ7),N171GJ,20D
247,07/03/2015,4843,Newark / Liberty International (EWR/KEWR),Syracuse / Hancock (SYR/KSYR),195,12:08:00,12:56:00,00:48:00,CommutAir (C5/UCA),Bombardier Dash 8-300 (DH8C),N838CA,19D
246,07/03/2015,1402,Chicago / O'Hare (ORD/KORD),Newark / Liberty International (EWR/KEWR),718,07:40:00,10:12:00,01:32:00,United Airlines (UA/UAL),Boeing 737-700 (B737),N16701,28F
245,06/20/2015,2112,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / O'Hare (ORD/KORD),607,19:42:00,20:08:00,01:26:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-90 (MD90),N910DN,19A
244,06/20/2015,4882,Chattanooga / Lovell Fld (CHA/KCHA),Atlanta / Hartsfield-Jackson (ATL/KATL),106,17:34:00,17:59:00,00:25:00,ExpressJet Airlines (XE/ASQ),Bombardier CRJ-900 (CRJ9),N135EV,9A
243,06/19/2015,5257,Atlanta / Hartsfield-Jackson (ATL/KATL),Chattanooga / Lovell Fld (CHA/KCHA),106,18:53:00,19:17:00,00:24:00,ExpressJet Airlines (XE/ASQ),Bombardier CRJ-700 (CRJ7),N708EV,7D
242,06/19/2015,812,Chicago / O'Hare (ORD/KORD),Atlanta / Hartsfield-Jackson (ATL/KATL),607,13:44:00,16:06:00,01:22:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-90 (MD90),N943DN,34E
241,05/30/2015,151,Denver / Denver (DEN/KDEN),Chicago / O'Hare (ORD/KORD),887,17:14:00,20:13:00,01:59:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N980AN,18F
240,05/29/2015,675,Chicago / O'Hare (ORD/KORD),Denver / Denver (DEN/KDEN),887,07:46:00,08:48:00,02:02:00,United Airlines (UA/UAL),Boeing 757-200 (B752),N529UA,23C
239,05/23/2015,2470,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / Chicago Midway (MDW/KMDW),592,21:57:00,22:20:00,01:23:00,Delta Air Lines (DL/DAL),Airbus A320-200 (A320),N327NW,9F
238,05/23/2015,176,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Atlanta / Hartsfield-Jackson (ATL/KATL),731,16:56:00,19:37:00,01:41:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N974DL,17A
237,05/22/2015,1906,Minneapolis / St Paul (MSP/KMSP),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),854,18:09:00,20:11:00,02:02:00,Delta Air Lines (DL/DAL),Airbus A320-200 (A320),N352NW,9F
236,05/22/2015,5794,Chicago / Chicago Midway (MDW/KMDW),Minneapolis / St Paul (MSP/KMSP),349,15:28:00,16:36:00,01:08:00,Compass Airlines (CP/CPZ),Embraer ERJ-170 (E170),N752CZ,12B
235,05/22/2015,5935,New York / La Guardia (LGA/KLGA),Chicago / O'Hare (ORD/KORD),732,08:36:00,09:31:00,01:55:00,Shuttle America (S5/TCF),Embraer ERJ-175 (E175),N215JQ,14B
234,05/17/2015,5948,Chicago / O'Hare (ORD/KORD),New York / La Guardia (LGA/KLGA),732,14:58:00,17:44:00,01:46:00,Shuttle America (S5/TCF),Embraer ERJ-175 (E175),N215JQ,13D
233,05/09/2015,1678,Boston / Logan (BOS/KBOS),Chicago / O'Hare (ORD/KORD),865,18:07:00,19:23:00,02:16:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N914AN,19A
232,05/08/2015,1804,Philadelphia / Philadelphia (PHL/KPHL),Boston / Logan (BOS/KBOS),280,11:28:00,12:18:00,00:50:00,American Airlines (AA/AAL),Embraer ERJ-190 (E190),N948UW,9A
231,05/08/2015,1758,Chicago / O'Hare (ORD/KORD),Philadelphia / Philadelphia (PHL/KPHL),677,06:49:00,09:37:00,01:48:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N570UW,15F
230,05/06/2015,2257,Dallas / Dallas Love Fld (DAL/KDAL),Chicago / Chicago Midway (MDW/KMDW),795,20:53:00,22:33:00,01:40:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N8646B,16C
229,05/06/2015,883,Austin / Bergstrom International (AUS/KAUS),Dallas / Dallas Love Fld (DAL/KDAL),189,14:39:00,15:16:00,00:37:00,Virgin America (VX/VRD),Airbus A319-100 (A319),N530VA,7F
228,05/06/2015,445,Dallas / Dallas Love Fld (DAL/KDAL),Austin / Bergstrom International (AUS/KAUS),189,11:48:00,12:21:00,00:33:00,Virgin America (VX/VRD),Airbus A319-100 (A319),N530VA,11F
227,05/06/2015,881,Chicago / Chicago Midway (MDW/KMDW),Dallas / Dallas Love Fld (DAL/KDAL),795,05:50:00,07:44:00,01:54:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N8311Q,27F
226,05/02/2015,2346,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / Chicago Midway (MDW/KMDW),592,19:22:00,19:49:00,01:27:00,Delta Air Lines (DL/DAL),Airbus A320-200 (A320),N337NW,13A
225,05/02/2015,2465,Windsor Locks / Bradley (BDL/KBDL),Atlanta / Hartsfield-Jackson (ATL/KATL),860,15:57:00,17:53:00,01:56:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-90 (MD90),N959DN,17A
224,05/01/2015,1363,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),Windsor Locks / Bradley (BDL/KBDL),548,14:23:00,15:38:00,01:15:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N993AT,23A
223,05/01/2015,5390,Chicago / Chicago Midway (MDW/KMDW),Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),228,09:34:00,11:16:00,00:42:00,ExpressJet Airlines (XE/ASQ),Bombardier CRJ-700 (CRJ7),N759EV,8A
222,04/25/2015,4993,New Orleans / Moisant Fld (MSY/KMSY),Chicago / O'Hare (ORD/KORD),839,17:52:00,19:53:00,02:01:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-700 (CRJ7),N740SK,9B
221,04/25/2015,1194,Houston / George Bush Intercontinental (IAH/KIAH),New Orleans / Moisant Fld (MSY/KMSY),305,15:14:00,16:01:00,00:47:00,United Airlines (UA/UAL),Boeing 737-800 (B738),N33203,25E
220,04/25/2015,1620,Chicago / O'Hare (ORD/KORD),Houston / George Bush Intercontinental (IAH/KIAH),927,11:30:00,13:50:00,02:20:00,United Airlines (UA/UAL),Boeing 757-200 (B752),N19117,9E
219,04/17/2015,4429,Cleveland / Hopkins (CLE/KCLE),Chicago / O'Hare (ORD/KORD),315,12:43:00,12:39:00,00:56:00,ExpressJet Airlines (XE/ASQ),Embraer ERJ-145 (E145),N14977,22D
218,04/17/2015,4257,Chicago / O'Hare (ORD/KORD),Cleveland / Hopkins (CLE/KCLE),315,07:38:00,09:27:00,00:49:00,Republic Airlines (YX/RPA),Embraer ERJ-175 (E175),N446YX,14A
217,04/04/2015,5079,Charlotte / Douglas (CLT/KCLT),Akron/Canton / Akron/Canton (CAK/KCAK),395,18:18:00,19:24:00,01:06:00,PSA Airlines (OH/JIA),Bombardier CRJ-200 (CRJ2),N257PS,3A
216,04/04/2015,4998,Charlottesville / Albemarle (CHO/KCHO),Charlotte / Douglas (CLT/KCLT),245,14:25:00,15:21:00,00:56:00,PSA Airlines (OH/JIA),Bombardier CRJ-200 (CRJ2),N223JS,3A
215,04/03/2015,4998,Charlotte / Douglas (CLT/KCLT),Charlottesville / Albemarle (CHO/KCHO),245,12:55:00,13:40:00,00:45:00,PSA Airlines (OH/JIA),Bombardier CRJ-200 (CRJ2),N230PS,3A
214,04/03/2015,5231,Akron/Canton / Akron/Canton (CAK/KCAK),Charlotte / Douglas (CLT/KCLT),395,09:34:00,10:40:00,01:06:00,PSA Airlines (OH/JIA),Bombardier CRJ-200 (CRJ2),N221PS,3A
213,03/21/2015,1240,New Orleans / Moisant Fld (MSY/KMSY),Chicago / O'Hare (ORD/KORD),839,17:51:00,19:47:00,01:56:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N963TW,19A
212,03/20/2015,1240,Chicago / O'Hare (ORD/KORD),New Orleans / Moisant Fld (MSY/KMSY),839,14:49:00,16:45:00,01:56:00,American Airlines (AA/AAL),McDonnell Douglas MD-82 (MD82),N485AA,19A
211,03/15/2015,1670,Boston / Logan (BOS/KBOS),Chicago / O'Hare (ORD/KORD),865,19:55:00,21:03:00,02:08:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N872NN,27A
210,03/14/2015,186,Chicago / O'Hare (ORD/KORD),Boston / Logan (BOS/KBOS),865,12:41:00,15:27:00,01:46:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N846NN,22F
209,03/07/2015,660,Kansas City / Kansas City (MCI/KMCI),Chicago / O'Hare (ORD/KORD),402,16:23:00,17:18:00,00:55:00,Spirit Airlines (NK/NKS),Airbus A320-200 (A320),N603NK,21C
208,03/07/2015,659,Chicago / O'Hare (ORD/KORD),Kansas City / Kansas City (MCI/KMCI),402,14:28:00,15:34:00,01:06:00,Spirit Airlines (NK/NKS),Airbus A320-200 (A320),N603NK,28A
207,02/28/2015,3804,Dallas / Dallas Love Fld (DAL/KDAL),Chicago / Chicago Midway (MDW/KMDW),795,20:42:00,22:21:00,01:39:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N220WN,8C
206,02/28/2015,4322,Houston / William P Hobby (HOU/KHOU),Dallas / Dallas Love Fld (DAL/KDAL),240,17:17:00,17:55:00,00:38:00,Southwest Airlines (WN/SWA),Boeing 737-500 (B735),N521SW,12D
205,02/28/2015,2986,New Orleans / Moisant Fld (MSY/KMSY),Houston / William P Hobby (HOU/KHOU),302,15:09:00,16:03:00,00:54:00,Southwest Airlines (WN/SWA),Boeing 737-300 (B733),N362SW,10D
204,02/28/2015,4325,Houston / William P Hobby (HOU/KHOU),New Orleans / Moisant Fld (MSY/KMSY),302,13:56:00,14:39:00,00:43:00,Southwest Airlines (WN/SWA),Boeing 737-300 (B733),N663SW,2D
203,02/28/2015,2947,Nashville / Nashville (BNA/KBNA),Houston / William P Hobby (HOU/KHOU),671,09:28:00,11:21:00,01:53:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N948WN,6E
202,02/28/2015,3970,Chicago / Chicago Midway (MDW/KMDW),Nashville / Nashville (BNA/KBNA),396,07:34:00,08:34:00,01:00:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N903WN,8F
201,02/25/2015,146,Dallas / Dallas Love Fld (DAL/KDAL),Chicago / Chicago Midway (MDW/KMDW),795,15:07:00,16:45:00,01:38:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N556WN,8E
200,02/25/2015,24,Houston / William P Hobby (HOU/KHOU),Dallas / Dallas Love Fld (DAL/KDAL),240,12:07:00,12:50:00,00:43:00,Southwest Airlines (WN/SWA),Boeing 737-300 (B733),N642WN,4F
199,02/25/2015,15,Dallas / Dallas Love Fld (DAL/KDAL),Houston / William P Hobby (HOU/KHOU),240,10:14:00,11:07:00,00:53:00,Southwest Airlines (WN/SWA),Boeing 737-500 (B735),N528SW,12A
198,02/25/2015,4024,Chicago / Chicago Midway (MDW/KMDW),Dallas / Dallas Love Fld (DAL/KDAL),795,07:05:00,09:03:00,01:58:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N8319F,20D
197,02/21/2015,18,Nashville / Nashville (BNA/KBNA),Chicago / Chicago Midway (MDW/KMDW),396,18:10:00,19:12:00,01:02:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N418WN,8D
196,02/21/2015,3505,New Orleans / Moisant Fld (MSY/KMSY),Nashville / Nashville (BNA/KBNA),472,15:58:00,17:06:00,01:08:00,Southwest Airlines (WN/SWA),Boeing 737-300 (B733),N621SW,6C
195,02/20/2015,1471,Atlanta / Hartsfield-Jackson (ATL/KATL),New Orleans / Moisant Fld (MSY/KMSY),425,10:03:00,10:19:00,01:16:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N942DL,18E
194,02/20/2015,2030,Chicago / Chicago Midway (MDW/KMDW),Atlanta / Hartsfield-Jackson (ATL/KATL),592,06:06:00,08:21:00,01:15:00,Delta Air Lines (DL/DAL),Airbus A320-200 (A320),N328NW,13F
193,01/31/2015,1128,Washington / Dulles (IAD/KIAD),Chicago / O'Hare (ORD/KORD),588,12:51:00,13:33:00,01:42:00,United Airlines (UA/UAL),Boeing 757-200 (B752),N19130,8D
192,01/31/2015,1618,Chicago / O'Hare (ORD/KORD),Washington / Dulles (IAD/KIAD),588,09:00:00,11:11:00,01:11:00,United Airlines (UA/UAL),Boeing 737-800 (B738),N17244,3A
191,01/24/2015,1908,Charlotte / Douglas (CLT/KCLT),Chicago / O'Hare (ORD/KORD),600,18:19:00,18:52:00,01:33:00,US Airways (US/AWE),Airbus A321-200 (A321),N538UW,19A
190,01/24/2015,5620,Myrtle Beach / Myrtle Beach (MYR/KMYR),Charlotte / Douglas (CLT/KCLT),156,16:35:00,17:06:00,00:31:00,Mesa Airlines (YV/ASH),Bombardier CRJ-900 (CRJ9),N329MS,7F
189,01/23/2015,4934,Charlotte / Douglas (CLT/KCLT),Florence / Florence Regl (FLO/KFLO),99,11:47:00,12:20:00,00:33:00,Piedmont Airlines (US/PDT),Bombardier Dash 8-300 (DH8C),N331EN,12A
188,01/23/2015,1831,Chicago / O'Hare (ORD/KORD),Charlotte / Douglas (CLT/KCLT),600,07:34:00,10:05:00,01:31:00,US Airways (US/AWE),Airbus A321-200 (A321),N521UW,11A
187,01/17/2015,2747,Kansas City / Kansas City (MCI/KMCI),Chicago / Chicago Midway (MDW/KMDW),404,17:17:00,18:12:00,00:55:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N470WN,9F
186,01/16/2015,3397,Chicago / Chicago Midway (MDW/KMDW),Kansas City / Kansas City (MCI/KMCI),404,13:11:00,14:11:00,01:00:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N8654B,28F
185,01/10/2015,3558,Dallas / Dallas Love Fld (DAL/KDAL),Chicago / Chicago Midway (MDW/KMDW),795,16:16:00,18:02:00,01:46:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N927WN,11F
184,01/09/2015,1837,Chicago / Chicago Midway (MDW/KMDW),Dallas / Dallas Love Fld (DAL/KDAL),795,10:30:00,12:28:00,01:58:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N7707C,22F
183,12/20/2014,660,Kansas City / Kansas City (MCI/KMCI),Chicago / O'Hare (ORD/KORD),402,16:26:00,17:26:00,01:00:00,Spirit Airlines (NK/NKS),Airbus A320-200 (A320),N634NK,21C
182,12/20/2014,659,Chicago / O'Hare (ORD/KORD),Kansas City / Kansas City (MCI/KMCI),402,14:31:00,15:33:00,01:02:00,Spirit Airlines (NK/NKS),Airbus A320-200 (A320),N634NK,18F
181,12/13/2014,3651,Las Vegas / McCarran (LAS/KLAS),Chicago / Chicago Midway (MDW/KMDW),1519,18:11:00,23:16:00,03:05:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N906WN,14F
180,12/12/2014,493,Chicago / Chicago Midway (MDW/KMDW),Las Vegas / McCarran (LAS/KLAS),1519,06:05:00,07:17:00,03:12:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N500WR,17F
179,12/06/2014,4382,Tampa / Tampa (TPA/KTPA),Chicago / Chicago Midway (MDW/KMDW),1000,16:50:00,18:26:00,02:36:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N8320J,9D
178,12/06/2014,4256,New Orleans / Moisant Fld (MSY/KMSY),Tampa / Tampa (TPA/KTPA),488,13:26:00,15:34:00,01:08:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N719SW,20C
177,12/05/2014,1791,Chicago / Chicago Midway (MDW/KMDW),New Orleans / Moisant Fld (MSY/KMSY),828,11:51:00,13:45:00,01:54:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N290WN,9F
176,11/27/2014,1812,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / O'Hare (ORD/KORD),607,14:45:00,15:25:00,01:40:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-90 (MD90),N935DN,13B
175,11/27/2014,1268,Chattanooga / Lovell Fld (CHA/KCHA),Atlanta / Hartsfield-Jackson (ATL/KATL),106,12:28:00,13:00:00,00:32:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N926AT,14E
174,11/26/2014,1339,Atlanta / Hartsfield-Jackson (ATL/KATL),Chattanooga / Lovell Fld (CHA/KCHA),106,19:31:00,19:58:00,00:27:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N991AT,13A
173,11/26/2014,1677,Chicago / O'Hare (ORD/KORD),Atlanta / Hartsfield-Jackson (ATL/KATL),607,15:43:00,18:07:00,01:24:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N920DL,13C
172,11/22/2014,1528,Boston / Logan (BOS/KBOS),Chicago / O'Hare (ORD/KORD),865,16:03:00,17:32:00,02:29:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N962AN,21A
171,11/21/2014,26,Chicago / O'Hare (ORD/KORD),Boston / Logan (BOS/KBOS),865,06:30:00,09:14:00,01:44:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N969AN,21A
170,11/08/2014,1908,Charlotte / Douglas (CLT/KCLT),Chicago / O'Hare (ORD/KORD),600,18:15:00,18:48:00,01:33:00,US Airways (US/AWE),Airbus A321-200 (A321),N177US,11A
169,11/08/2014,5042,Huntsville / Huntsville (HSV/KHSV),Charlotte / Douglas (CLT/KCLT),333,13:24:00,15:17:00,00:53:00,PSA Airlines (OH/JIA),Bombardier CRJ-200 (CRJ2),N250PS,3A
168,11/07/2014,3111,Chicago / O'Hare (ORD/KORD),Huntsville / Huntsville (HSV/KHSV),511,07:51:00,09:00:00,01:09:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N607AE,7A
167,10/11/2014,2112,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / O'Hare (ORD/KORD),607,19:57:00,20:23:00,01:26:00,Delta Air Lines (DL/DAL),Boeing 757-200 (B752),N534US,25F
166,10/11/2014,697,West Palm Beach / Palm Beach (PBI/KPBI),Atlanta / Hartsfield-Jackson (ATL/KATL),546,14:04:00,15:22:00,01:18:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-90 (MD90),N959DN,19A
